A2	anders	Anders geht das leider nicht. | Oliver ist anders als seine Freunde.
A2	anfangen,	Hier fängt die Bahnhofstraße an.
A2	fängt an,	Der Unterricht fängt gleich an.
A2	hat angefangen	Würden Sie bitte anfangen? | Ich fange im Herbst meine Ausbildung an.
A2	der	Anfang, ¨-e Sie wohnt am Anfang der Straße. | Wir machen Anfang Juli Urlaub.
A2	die	Angst, ¨-e Hab keine Angst! | Ich habe Angst vor großen Hunden.
A2	ankommen,	Wann kommt dieser Zug in Hamburg an?
A2	kommt an, ist angekommen die Ankunft, -¨e	Aufdiesem FahrplanstehtnurdieAnkunftder Züge.
A2	anmachen, macht an, hat angemacht	Mach bitte das Licht an!
A2	anmelden (sich), meldet an, Eine Anmeldung für diesen Kurs ist nicht mehr	Wo kann ich mich anmelden? | hat angemeldet möglich.
A2	die Anmeldung,-en	Wo bekomme ich das Formular für die Anmeldung?
A2	der Anruf-	Wir sind im Moment nicht da. Sprechen Sie bitte auf beantworter, - den Anrufbeantworter.
A2	anrufen, ruft an,	Kann ich Sie heute Abend anrufen?
A2	hat angerufen	Juan ruft seine Freundin an.
A2	der der Anschluss, ¨-e In Mannheim haben Sie Anschluss nach	Anruf, -e Eva bekommt viele Anrufe von ihrem Freund Juan. | Saarbrücken. | In Stuttgart erreichen Sie alle Anschlüsse. Auch der Zug nach Paris wartet. | Gibt es in der Wohnung einen Waschmaschinen- anschluss?
A2	ansehen, sieht an,	Darf ich eure Urlaubsfotos ansehen?
A2	hat angesehen	Ich sehe (mir) diese Sendung jeden Tag an.
A2	antworten, antwortet, hat geantwortet	Er antwortet nicht.
A2	die	Antwort, -en Er gibt leider keine Antwort.
A2	die	Anzeige, -n Ich habe Ihre Anzeige in der Zeitung gelesen.
A2	der	Anzug, ¨-e Mein Mann muss sich einen neuen Anzug kaufen.
A2	der	Apfel, ¨- Ein Kilo Äpfel, bitte.
A2	die	Apotheke, -n Das Medikament bekommen Sie in der Apotheke.
A2	der	Apparat, -e Was machen wir mit deinem alten Apparat? | Ich habe einen neuen Fotoapparat.
A2	arbeiten, arbeitet, hat gearbeitet Ich arbeite als Krankenschwester in einem	Wo arbeiten Sie? | Krankenhaus.
A2	die	Arbeit, -en Mein Bruder sucht Arbeit.
A2	arbeitslos	Seit wann ist er schon arbeitslos? | Es gibt bei uns viele Leute, die schon lange arbeitslos sind.
A2	ärgern (sich), hat geärgert	Warum ärgerst du dich? - Ich ärgere mich, weil das Wetter schlecht ist.
A2	arm	Sie haben nicht viel Geld, sie sind arm.
A2	der	Arm, -e Mein Arm tut weh.
A2	der	Artikel, - Im Deutschen gibt es drei Artikel: der, die und das. | Ich habe in der Zeitung einen interessanten Artikel gelesen.
A2	auch	Ich bin auch Spanier. | Maria muss auch am Wochenende arbeiten.
A2	auf auf jeden/ Ich möchte auf jeden Fall den neuen James-Bond-	Das Wörterbuch liegt auf dem Tisch. | Die Kinder spielen auf der Straße. | Am Samstag gehen wir auf eine Party. | Meine Eltern wohnen auf dem Land. | Auf dem Foto ist auch meine Schwester. | Die Tür ist auf, kommen Sie rein! | Hat das Geschäft noch auf? | Auf Wiedersehen. | Wie heißt das auf Deutsch?
A2	keinen	Fall Film sehen. - Wirklich? Ich finde James-Bond-Filme langweilig. Ich sehe ihn auf keinen Fall an!
A2	aufhören,	Wann hört ihr mit der Arbeit auf?
A2	hört auf,	Kannst du bitte damit aufhören? Ich muss jetzt hat aufgehört arbeiten.
A2	aufmachen, macht auf, hat aufgemacht	Kannst du bitte die Tür aufmachen?
A2	aufpassen, passt auf, Der Babysitter passt heute Abend auf die Kinder	Pass der Teller fällt gleich auf den Boden! | auf.
A2	hat aufgepasst	Er passt im Unterricht nicht auf.
A2	aufräumen, räumt auf, hat aufgeräumt	Die Kinder müssen ihr Zimmer aufräumen.
A2	aufregend	Die letzte Woche war sehr aufregend. | Der Film ist nicht besonders aufregend.
A2	aufstehen, steht auf, ist aufgestanden	Ich stehe jeden Morgen um sieben Uhr auf.
A2	der	Aufzug, ¨-e In diesem Haus gibt es keinen Aufzug.
A2	2	Der Aufzug ist leider kaputt.
A2	das	Auge, -n Er hat blaue Augen. | Mein rechtes Auge tut seit Sonntag weh.
A2	aus	Michele kommt aus Brasilien. | Frau Müller geht immer um acht Uhr aus dem Haus. | Der Tisch ist aus Glas. | Ich sehe nichts. Das Licht ist aus.
A2	die Ausbildung,-en der Ausflug, ¨-e Morgen machen wir einen Ausflug nach Heidelberg/	Ich möchte eine Ausbildung zum Krankenpfleger machen.
A2	an die	Ostsee.
A2	ausfüllen, füllt aus, hat ausgefüllt	Füllen Sie/Füll bitte dieses Formular aus!
A2	der	Ausgang, ¨-e Entschuldigung, wo ist der Ausgang?
A2	ausgeben,	Agata gibt viel Geld für Bücher aus.
A2	gibt aus, hat ausgegeben	Ich möchte nicht so viel Geld ausgeben.
A2	ausgehen,	Gehen wir am Freitag zusammen aus?
A2	geht aus, ist ausgegangen	Plötzlich ist das Licht ausgegangen.
A2	die	Auskunft, ¨-e Wo ist die Auskunft? | Können Sie mir bitte eine Auskunft geben?
A2	das	Ausland (Sg.) Fahren Sie ins Ausland?
A2	ausmachen, macht aus, hat ausgemacht	Mach bitte das Licht aus!
A2	auspacken, packt aus, hat ausgepackt	Packst du bitte den Koffer aus?
A2	ausruhen (sich),	Ruh dich erst mal aus! Du bist sicher müde.
A2	ruht aus, hat ausgeruht	Er ruht sich nach der Arbeit immer aus.
A2	aussehen,	Wie sieht er aus? - Groß und blond.
A2	sieht aus,	Sie sieht wie ihre Mutter aus.
A2	hat ausgesehen	Das Kleid sieht hübsch aus.
A2	außer	Außer Lisa möchte niemand den Film sehen. | Wir haben täglich außer Samstag geöffnet.
A2	außerdem	Vier Brötchen, möchten Sie außerdem noch etwas?
A2	außerhalb	Die Wohnung ist nicht in der Stadt, sie liegt etwas außerhalb.
A2	aussprechen, spricht aus, hat ausgesprochen	Wie spricht man das Wort aus?
A2	aussteigen, ist ausgestiegen	Wo müssen wir aussteigen? –An der nächsten steigt Haltestelle.
A2	die Ausstellung,-en	Gehen wir morgen zusammen in die Ausstellung?
A2	austragen, trägt aus, hat ausgetragen	Er trägt jeden Morgen die Zeitung aus.
A2	der	Ausweis, -e Darf ich bitte mal Ihren Ausweis sehen? –Hier ist mein Ausweis.
A2	das die Autobahn, -en Darf ich mit dem Motorroller auf der Autobahn	Auto, -s Er fährt mit dem Auto. | fahren? | Das Dorf liegt direkt an der Autobahn.
A2	der	Automat, -en Fahrkarten gibt es nur am Automaten. | In Berlin ist der Fahrkartenautomat auf dem Bahnsteig.
A2	automatisch	Achtung, die Türen schließen automatisch!
A2	das	Baby, -s Wir haben ein Baby. Es ist sechs Wochen alt.
A2	der Babysitter,-	Meine Tochter arbeitet als Babysitter bei einer Familie mit vier Kindern.
A2	backen, bäckt/backt, hat gebacken	Wenn du kommst, backe ich einen Kuchen.
A2	die	Bäckerei, -en Ich geh mal schnell zur Bäckerei.
A2	das	Bad, ¨-er Das Haus ist sehr alt. Es hat kein Bad. | Im Winter nehme ich gern ein warmes Bad.
A2	baden, badet,	Ich bade nicht so gern, ich dusche lieber.
A2	hat gebadet	In diesem See darf man nicht baden.
A2	die	Bahn, -en Wir fahren lieber mit der Bahn als mit dem Bus. | Ich nehme die nächste S-Bahn.
A2	der	Bahnhof, ¨-e Entschuldigung, komme ich hier zum Bahnhof?
A2	der	Bahnsteig, -e Auf Hauptbahnhöfen gibt es meist viele Bahnsteige.
A2	bald	Ich komme bald. | Auf Wiedersehen! Bis bald!
A2	der	Balkon, -e Die Wohnung hat auch einen kleinen Balkon.
A2	der	Ball, ¨-e Meine Kinder spielen gern Ball.
A2	die	Banane, -n Drei Bananen, bitte!
A2	die	Band, -s Was ist deine Lieblingsband? Anton spielt in einer Band.
A2	die	Bank, -en Bei welcher Bank haben Sie Ihr Konto?
A2	die	Bank, ¨-e Kommt, wir setzen uns auf diese Bank.
A2	bar	Muss ich bar zahlen oder geht‘s auch mit Karte?
A2	der	Basketball, ¨-e Yannick spielt lieber Basketball als Fußball.
A2	basteln, bastelt, hat gebastelt	Die Kinder haben etwas gebastelt.
A2	der	Bauch, ¨-e Seit gestern tut mir der Bauch weh.
A2	bauen, baut, hat gebaut	Unsere Nachbarn bauen ein neues Haus.
A2	der	Baum, ¨-e Der Baum ist über hundert Jahre alt. | Wir haben zwei Apfelbäume im Garten.
A2	die	Baustelle, -n Vor unserem Haus ist eine große Baustelle.
A2	beantworten,	Können Sie meine Frage bitte beantworten?
A2	beantwortet, hat beantwortet bedanken (sich), Ich möchte mich noch einmal sehr herzlich für Ihre	Hast du die Mail schon beantwortet?
A2	bedankt, hat bedankt	Hilfe bedanken.
A2	bedeuten, bedeutet, hat bedeutet	Was bedeutet das Wort?
A2	beeilen (sich), hat beeilt	Kannst du dich bitte beeilen? Der Bus fährt beeilt, gleich ab!
A2	beenden, beendet, hat beendet	Du musst deine Ausbildung auf jeden Fall beenden.
A2	beginnen, beginnt, hat begonnen	Das Spiel beginnt um 15.30 Uhr.
A2	begründen, begründet, hat begründet	Bitte begründen Sie Ihre Meinung.
A2	bei	Offenbach liegt bei Frankfurt. | Ich wohne bei meinen Eltern. | Bei uns ist das anders als hier. | Er arbeitet bei Siemens. | Ich möchte euch nicht beim Essen stören.
A2	beide	Wir kommen beide. | Welche Bluse möchten Sie, die rote oder die grüne?
A2	-	Ich nehme beide.
A2	das	Bein, -e Mein rechtes Bein tut weh.
A2	bekannt	Picasso ist sehr bekannt. Er ist ein bekannter Maler.
A2	der/die	Ein Bekannter von mir heißt Klaus. | Bekannte, -n Haben Sie meinen Brief bekommen?
A2	bekommt, hat bekommen	Aspirin bekommen Sie in der Apotheke.
A2	beliebt	Fußball ist bei vielen Menschen beliebt.
A2	benutzen, benutzt, hat benutzt	Die Aufzüge bitte nicht benutzen!
A2	bequem beraten, berät, Unsere Sekretärin berät Sie gern, wenn Sie	Das Sofa ist sehr bequem. | Meine Kinder ziehen am liebsten bequeme Schuhe an.
A2	hat beraten	Fragen haben.
A2	der	Berg, -e Die Zugspitze ist der höchste Berg in Deutschland. | Wir fahren am Wochenende in die Berge.
A2	berichten, berichtet, hat berichtet	Alle Zeitungen berichten von dem Unfall.
A2	der	Beruf, -e Was bist du von Beruf?
A2	berühmt	Thomas Müller ist ein berühmter Fußballspieler.
A2	der Bescheid	Kann Lisa in Heidelberg studieren? - Sie weiß es (bekommen/ noch nicht. Sie bekommt erst nächste Woche geben/sagen) Bescheid. | Kannst du mir bis morgen Bescheid geben? | Ich frage Herrn Maier und sage Ihnen dann Bescheid.
A2	beschreiben, beschreibt, hat beschrieben	Kannst du mir den Weg zum Bahnhof beschreiben?
A2	beschweren (sich),	Hier ist es zu laut. Wo können wir uns beschweren?
A2	beschwert,	Mein Nachbar beschwert sich immer über unsere hat beschwert Kinder, wenn sie im Garten spielen.
A2	besetzt	Ist dieser Platz frei? - Nein, er ist besetzt. | Die Nummer ist immer besetzt.
A2	besichtigen,	Ich möchte gern das Schloss besichtigen.
A2	besichtigt,	Sie können die Wohnung am Mittwochabend hat besichtigt besichtigen.
A2	besonders	Dieses Angebot ist besonders günstig. | Hier ist die Pizza besonders gut. | Wie geht's? - Nicht besonders.
A2	bestätigen, bestätigt, hat bestätigt	Ich kann dass er hier war.
A2	bestehen,	Ich habe die Prüfung bestanden!
A2	besteht,	Die Prüfung besteht aus vier Teilen: Hören, Lesen, hat bestanden Schreiben und Sprechen.
A2	bestellen,	Wir möchten bitte bestellen.
A2	bestellt,	Dieses Buch haben wir nicht da. Sollen wir es für hat bestellt Sie bestellen?
A2	der	Besuch, -e Wir bekommen am Wochenende Besuch. | Ich mache einen Besuch im Krankenhaus.
A2	besuchen,	Darf ich dich mal besuchen?
A2	besucht, hat besucht	Möchtest du mich in den Ferien besuchen?
A2	das	Bett, -en Sie ist krank und muss heute im Bett bleiben.
A2	bewerben (sich),	Ich möchte mich um diese Stelle bewerben.
A2	bewirbt, hat beworben die Bewerbung, -en	Kannst du mir bei meiner Bewerbung helfen?
A2	bewölkt	Heute ist es bewölkt.
A2	die	Wolke, -n Es gibt viele Wolken am Himmel.
A2	bezahlen, bezahlt, hat bezahlt	Wo kann ich bezahlen?
A2	die	Bibliothek, -en Sie lernt jeden Tag in der Bibliothek.
A2	das	Bier, -e Noch ein Bier, bitte.
A2	das	Bild, -er Hast du ein Bild von deinem Sohn?
A2	billig	Das Wörterbuch kostet nur fünf Euro. - Fünf Euro? | Das ist aber billig!
A2	die	Birne, -n Ein Kilo Birnen, bitte!
A2	bis	Ich fahre nur bis Stuttgart. | Ich warte bis Freitag. | Tschüss, bis gleich!
A2	bisschen	Können Sie bitte ein bisschen lauter sprechen? | Ich spreche ein bisschen Französisch. | Möchten Sie noch ein bisschen Salat?
A2	bitte	Eine Tasse Kaffee bitte! - Bitte schön! | Wie bitte? Sprechen Sie bitte ein bisschen lauter!
A2	die	Bitte, -n Ich habe noch eine Bitte.
A2	bitten, bittet, hat gebeten	Darf ich Sie um etwas bitten?
A2	bitter	Kaffee ohne Zucker schmeckt bitter.
A2	das	Blatt, ¨-er Haben Sie ein Blatt Papier für mich? | Die Bäume haben schon gelbe Blätter.
A2	bleiben,	Wir bleiben drei Tage in Berlin.
A2	bleibt,	Bitte bleiben Sie stehen!
A2	ist geblieben	Oh nein, meine Uhr ist stehen geblieben. Wie spät ist es? | Ich bleibe heute zu Hause.
A2	der	Bleistift, -e Hast du einen Bleistift?
A2	blöd	Ich finde es blöd, dass du morgen gehen musst.
A2	der/das	Blog, -s Ich schreibe einen Blog über Mode.
A2	blond	Lisa hat blonde Haare.
A2	die	Blume, -n Gefallen dir die Blumen?
A2	die	Bluse, -n Ich suche eine weiße Bluse.
A2	die	Bohne, -n Hans isst nicht gern Bohnen.
A2	böse	Sie ist richtig böse auf mich. | Ich habe dein Buch vergessen. Hoffentlich bist du mir nicht böse.
A2	braten,	Braten Sie das Fleisch in etwas Öl!
A2	brät, hat gebraten	Der Fisch brät in der Pfanne.
A2	brauchen,	Ich brauche ein neues Auto.
A2	braucht,	Brauchst du die Zeitung noch oder kann ich sie hat gebraucht haben? | Meine Großmutter ist krank. Sie braucht viel Ruhe.
A2	der	Brief, -e Haben Sie einen Brief für mich?
A2	die	Briefmarke, -n Bitte die Briefmarke nicht vergessen!
A2	die	Brille, -n Wo ist meine Brille? | Mit dieser Brille kann ich nicht mehr gut sehen.
A2	bringen,	Bringen Sie mir bitte noch einen Kaffee!
A2	bringt, hat gebracht	Wir müssen Max ins Krankenhaus bringen.
A2	das	Brot, -e Nimm doch noch ein Brot für das Abendessen. | Haben Sie auch Weißbrot?
A2	das die Brücke, -n Fahren Sie über die nächste Brücke und dann	Brötchen, - Möchtest du Brot oder Brötchen zum Frühstück? | nach links.
A2	das	Buch, ¨-er Was kostet das Buch, bitte? | In diesem Wörterbuch finden Sie mehr als 20.000 Wörter.
A2	buchen, bucht, hat gebucht	Morgen buche ich unsere Urlaubsreise.
A2	der	Buchstabe, -n Diesen Buchstaben gibt es in meiner Sprache nicht.
A2	buchstabieren, buchstabiert, hat buchstabiert	Würden Sie bitte Ihren Namen buchstabieren?
A2	bunt	Anna trägt gern bunte Kleider. | Meine Wohnung ist sehr bunt: Das Wohnzimmer ist rot, die Küche grün und das Bad blau.
A2	das	Büro, -s Ich arbeite in einem Büro. | Unser Büro ist bis Dienstag geschlossen.
A2	der	Bus, -se Wann kommt der nächste Bus?
A2	die	Butter (Sg.) Möchtest du Butter aufs Brot oder nur Käse?
A2	das	Café, -s Kommst du mit ins Café? Ich möchte gern einen Kaffee trinken.
A2	die	Cafeteria, -s Ich gehe jetzt in die Cafeteria. Soll ich dir etwas mitbringen?
A2	chatten, chattet, hat gechattet der Chef, -s /	Luis chattet gern mit seinen Freunden im Internet.
A2	die Chefin,-nen	Wir haben eine neue Chefin.
A2	der	Club, -s / Gibt es hier einen Tennis-Club/Klub? | Klub, -s Ich möchte gern tanzen gehen. Wo gibt es hier einen Club/Klub mit guter Musik?
A2	der/das	Comic, -s Mein Sohn liest immer nur Comics.
A2	der	Computer, - Wann bekommst du deinen neuen Computer?
A2	die	Creme, -s/-n Ich suche eine Creme für die Hände. | Der Kuchen schmeckt super! Was ist in der Creme?
A2	–Das ist eine	Buttercreme mit viel Schokolade.
A2	da	Welche Bluse nehmen Sie? - Die da. | Ist Herr Klein schon da? | Wir sprechen gerade über Paul. Da kommt er ja. | Da drüben ist der Bahnhof.
A2	da(r) (Bsp. darauf,	Darauf fällt mir keine Antwort ein.
A2	darüber)	Darüber spreche ich nicht gern.
A2	dabei (sein),	Hast du einen Stift dabei?
A2	ist dabei, ist dabei gewesen	Schön, dass du da bist. Ist deine Familie auch war dabei?
A2	dafür/dagegen sein, ist dafür/dagegen, war dafür/dagegen, ist dafür/ dagegen gewesen	Ich bin dafür/dagegen.
A2	damals die Dame, -n Damen (an der Toilette)	Als Student hatte ich viel Zeit und wollte reisen. | Aber damals hatte ich kein Geld. | Sehr geehrte Damen und Herren, daneben Du weißt doch, wo die Post ist. Daneben ist die Bank.
A2	der	Dank (Sg.) Vielen Dank! | Herzlichen Dank!
A2	danke	Soll ich Ihnen helfen? - Sehr freundlich, ja danke! | Guten Appetit! - Danke gleichfalls.
A2	danken, dankt, hat gedankt	Ich danke Ihnen für die Einladung.
A2	dann	Ich muss noch schnell zur Post, dann komme ich. | Wenn es nicht regnet, dann kommen wir.
A2	dass	Rico hat gesagt, dass er auch zur Party kommt. | Ich finde es super, dass du mich besuchst.
A2	die	Datei, -en Wo hast du die Datei gespeichert? | Kannst du die Datei bitte öffnen?
A2	das	Datum, -en Bitte Datum und Unterschrift nicht vergessen! | Welches Datum haben wir heute? | Haben Sie meine Kontaktdaten?
A2	dauern, dauert, hat gedauert	Wie lange dauert die Pause? - Eine halbe Stunde.
A2	denken, denkt,	Ich denke, du hast recht.
A2	hat gedacht	Ich denke oft an meine Freundin. | Was denktst du? Sollen wir heute Abend ins Kino gehen?
A2	denn	Ich kann nicht kommen, denn ich bin krank.
A2	deshalb	Ich bin krank. Deshalb komme ich heute nicht ins Büro.
A2	deutlich	Sprechen Sie bitte deutlich! | Können Sie das bitte deutlicher schreiben? Ich kann das nicht lesen.
A2	dick	Ich bin zu dick. Ich muss weniger essen.
A2	das	Ding, -e Gib mir bitte mal das Ding da drüben! | Was macht man mit diesem Ding? - Damit kann man Flaschen öffnen.
A2	direkt	Wir wohnen direkt über dem Café. | Gibt es keinen direkten Zug nach Hamburg? - Nein, Sie müssen immer umsteigen. | Ich möchte nicht direkt nach der Schule studieren. | Ich möchte erst reisen. | Wir liefern Ihnen das Sofa direkt ins Haus.
A2	die die Disko, -s	Disco, -s / Wir gehen heute Abend in die Disco/Disko.
A2	diskutieren, diskutiert, hat diskutiert	Ich möchte das mit meinen Kollegen diskutieren.
A2	doch das Doppelzimmer, Möchten Sie ein Doppelzimmer oder ein	Hast du keinen Hunger? - Doch, ich bin sehr hungrig. | Kannst du morgen nicht kommen? - Doch. | Geh doch mal wieder ins Kino! | Das macht doch nichts! | Einzelzimmer?
A2	das	Dorf, ¨-er Unser Dorf liegt direkt an der Autobahn. | Meine Familie lebt in einem Dorf.
A2	dort,	-her, -hin Wir treffen uns vor dem Kino. - Gut, ich bin in fünf Minuten dort. | Dort ist unser Haus. | Deine Tasche kannst du dorthin stellen. | Kommst du mit in die Stadt? - Nein, ich komme gerade dorther/von dort.
A2	draußen	Das Wetter ist so schön. Wollen wir draußen sitzen? | Hunde müssen draußen bleiben.
A2	dringend	Bitte kommen Sie schnell. Es ist dringend.
A2	drinnen	Wollen Sie drinnen oder draußen sitzen? | Hier drinnen ist es sehr warm.
A2	drüben drücken, drückt, An dieser Tür musst du drücken, nicht ziehen,	Da drüben ist die Haltestelle. | hat gedrückt dann geht sie auf. | Drücken Sie „Bestätigen“! | Meine Schuhe drücken.
A2	drucken, druckt, hat gedruckt	Wähle einfach „Datei drucken“!
A2	der	Drucker, - Mein Drucker ist kaputt.
A2	dumm	Ich finde den Film dumm. | Entschuldigung, das war dumm von mir. | Das ist mir zu dumm.
A2	dunkel	Um sechs Uhr ist es schon dunkel. | Meine Schwester hat dunkle Haare. | Ich will eine dunkelblaue Bluse kaufen. | Mein Bruder ist 1,80 Meter groß und 62 Kilo schwer, er ist zu dünn.
A2	durch	Am besten gehen Sie durch die Tengstraße. | Wir fahren mit dem Fahrrad durch den Wald.
A2	dürfen, darf,	Sie dürfen hier nicht parken.
A2	durfte,	Dürfen wir heute länger fernsehen?
A2	hat gedurft	Darf ich Sie zu einem Kaffee einladen?
A2	der	Durst (Sing.) Hast du etwas zu trinken? Ich habe großen Durst.
A2	die	Dusche, -n Unsere Wohnung hat nur eine Dusche.
A2	duschen (sich),	Ich bade nicht so gern, ich dusche lieber.
A2	duscht,	Möchten Sie sich duschen? Das Badezimmer ist dort hat geduscht hinten links.
A2	das	E-Book, -s Liest du lieber E-Books oder Bücher aus Papier? | Entschuldigung, kann man hier E-Books kaufen?
A2	echt	Ist das Bild ein echter Picasso? | Der Film ist echt gut.
A2	die	Ecke, -n Gehen Sie an der nächsten Ecke links. Dann kommen Sie zur Apotheke. | Wir stellen das Regal in die Ecke.
A2	egal die Ehefrau, -en/	Das ist mir egal. | Willst du Tee oder Kaffee trinken? –Egal.
A2	der Ehemann,¨-er/ der Ehepartner, -	Das ist mein Ehemann/meine Ehefrau.
A2	das	Ei, -er Möchtest du ein Ei zum Frühstück?
A2	eigen-	Nicht alle Kinder haben ein eigenes Zimmer.
A2	eigentlich	Wir wollten eigentlich Freunde besuchen, aber dann sind wir doch zu Hause geblieben. | Kennst du eigentlich Susanne?
A2	eilig	Hast du es eilig?
A2	einfach	Die Prüfung ist ganz einfach. | Ich verstehe das nicht. Kannst du es bitte einfacher sagen? | Hin und zurück? – Nein, bitte nur eine einfache Fahrt nach Berlin.
A2	der	Eingang, ¨-e Der Eingang ist um die Ecke.
A2	einig-	In diesem Text sind einige Fehler. | Das dauert noch einige Zeit, bis das Essen fertig ist.
A2	einkaufen, kauft ein,	Ich muss noch für morgen einkaufen. | W hat eingekauft
A2	das Einkaufszentrum, -en	Kommst du morgen mit ins Einkaufszentrum?
A2	einladen, lädt ein, hat eingeladen	Darf ich Sie zu einem Kaffee einladen?
A2	die	Einladung, -en Danke für die Einladung zu deinem Geburtstag!
A2	einmal	Rufen Sie/Ruf mich bitte morgen noch einmal an. | Diese Prüfung mache ich nicht noch einmal. | Warst du schon einmal in Paris?
A2	einpacken,	Pack bitte die Handtücher ein!
A2	packt ein, hat eingepackt	Soll ich Ihnen das als Geschenk einpacken?
A2	einsteigen,	Schnell, steig ein, der Zug fährt gleich ab.
A2	steigt ein, ist eingestiegen	Bitte ab 20 Uhr vorn im Bus einsteigen.
A2	eintragen (sich), trägt ein, Sie müssen Ihren Namen und Ihre Adresse	Tragen Sie sich bitte in diese Liste ein! | hat eingetragen eintragen.
A2	der	Eintritt, -e Der Eintritt kostet fünf Euro. | Der Eintritt ist frei. Sie müssen nichts bezahlen.
A2	einverstanden ist einverstanden, Bist du einverstanden, wenn wir bald nach Hause ist einverstanden gewesen	Als Termin schlage ich den 11. Juni vor. - Gut, (ich sein, bin) einverstanden. | war gehen?
A2	einzel-	Nicht alle zusammen. Könnt ihr bitte einzeln sprechen? | Florian ist ein Einzelkind. Er hat keine Geschwister. | Ein Einzelzimmer ist noch frei.
A2	einziehen,	Im Juni ziehen unsere neuen Nachbarn ein.
A2	zieht ein, ist eingezogen	Wann können wir in die Wohnung einziehen?
A2	das	Eis (Sg.) Möchtest du auch ein Eis?
A2	die (E-)Mail, der Empfänger, – Auf dem Brief steht dein Name, also bist du der	-s Ich schreibe Ihnen/dir eine E-Mail. | Empfänger.
A2	empfehlen, empfiehlt, hat empfohlen	Welchen Wein können Sie mir empfehlen?
A2	das	Ende, -n Sie wohnt am Ende der Straße. | Er bekommt sein Geld am Monatsende.
A2	enden, endet,	Die Straße endet hier.
A2	hat geendet	Der Kurs endet in einer Woche.
A2	endlich	Wann kommst du endlich? Der Film fängt gleich an. | Endlich bist du da!
A2	eng	Diese Hose ist zu eng. Gibt es sie auch eine Nummer größer?
A2	entschuldigen	Entschuldigen Sie bitte!
A2	(sich), entschuldigt, hat entschuldigt	Ich möchte mich bei dir entschuldigen.
A2	die Entschuldigung, -en	Oh, Entschuldigung! – Macht nichts. Kein Problem.
A2	das Erdgeschoss,-e	Ich wohne im Erdgeschoss.
A2	die	Erfahrung, -en Ich habe zehn Jahre Erfahrung in diesem Beruf.
A2	erinnern (sich), hat erinnert Kannst du mich morgen bitte an meinen Arzttermin	Erinnerst du dich an José? - Nein, ich erinnere mich erinnert, nicht an ihn, tut mir leid. | erinnern?
A2	erkältet sein, war erkältet, ist erkältet gewesen	Lisa ist erkältet. Sie kann heute nicht zur Schule ist gehen.
A2	erklären, erklärt, hat erklärt	Ich verstehe das nicht. Kannst du mir das erklären?
A2	erlauben, erlaubt,	Meine Kinder dürfen diesen Film sehen. Ich habe es hat erlaubt ihnen erlaubt.
